CriteriaID,Name,Details,Type,UnitID,ParentCriteriaID
2198,D2,"independently generate
a comprehensive body
of research, innovatively
developing a set of printed
images",,190,
2199,P3,"manipulate materials,
techniques and processes
in the production of printed
images",,190,
2200,M3,"effectively manipulate media,
materials, techniques and
processes in the production
of printed images",,190,
2201,D3,"independently manipulate
traditional and non-traditional
media, materials, techniques
and processes in the
production of printed images",,190,
2202,P4,"present and review finished
printmaking work",,190,
2203,M4,"effectively present and
analyse finished printmaking
work.",,190,
2204,D4,"engagingly present and
evaluate finished printmaking
work",,190,
2205,P1,"describe the physical
properties and characteristics
of different sculptural
materials",,191,
2206,M1,"apply diverse sculptural
techniques coherently,
identifying characteristics of
different sculptural materials",,191,
2207,D1,"produce independently and
present innovative responses
that creatively exploit the
potential of diverse sculptural
materials and techniques",,191,
2208,P2,"use sculptural techniques",,191,
2209,M2,"present a body of work
which effectively interprets
the brief and demonstrates
consistent skills and
understanding of sculptural
processes.",,191,
2210,P3,"demonstrate sculptural
processes through creating
and developing own designs",,191,
2211,P4,"present a body of work to
meet the requirements of a
sculpture brief.",,191,
2212,P1,"research information on
presentation techniques",,192,
2213,M1,"effectively research a diverse
selection of presentation
techniques",,192,
2214,D1,"research a comprehensive
selection of presentation
techniques forming coherent
conclusions",,192,
2215,P2,"experiment with presentation
techniques for own work",,192,
2216,M2,"experiment with presentation
techniques in a purposeful
and considered manner",,192,
2217,D2,"experiment with presentation
techniques in an innovative
and exciting manner",,192,
2218,P3,"describe use of presentation
methods for different
audiences",,192,
2219,M3,"show an effective approach
in reaching pertinent
conclusions on the
effectiveness of presentation
techniques for different
audiences",,192,
2220,D3,"show a high level of
independent enquiry and
comprehension in reaching
reasoned conclusions on the
effectiveness of presentation
techniques for different
audiences",,192,
2221,P4,"use presentation techniques
for own art work.",,192,
2222,M4,"use diverse presentation
techniques with skill and
understanding",,192,
2223,D4,"use a comprehensive
selection of exciting
presentation techniques
demonstrating evidence of
their potential.",,192,
1721,P1,"explain the key features of
relevant regulations on health
and safety as applied to a
working environment in two
selected or given engineering
organisations",,153,
1722,M1,"explain the consequences
of management not abiding
by legislation and regulations
and carrying out their roles
and responsibilities in a given
health and safety situation",,153,
1723,D1,"justify the methods used
to deal with hazards
in accordance with
workplace policies and legal
requirements",,153,
1724,P2,"describe the roles and
responsibilities under current
health and safety legislation
and regulations, of those
involved",,153,
1725,M2,"explain the importance of
carrying out all parts of a
risk assessment in a suitable
manner",,153,
1726,D2,"determine the cost of an
accident in the workplace
from given data.",,153,
1727,P3,"describe the methods used to
identify hazards in a working
environment",,153,
1728,M3,"explain how control
measures are used to
prevent accidents",,153,
1729,P4,"describe how hazards
which become risks can be
controlled",,153,
1730,P5,"carry out a risk assessment
on a typical item/area of the
working environment",,153,
1731,P6,"suggest suitable control
measures after a risk
assessment has been carried
out and state the reasons
why they are suitableitem/area of the
working environment",,153,
1732,P7,"explain the principles that
underpin reporting and
recording accidents and
incidents",,153,
1733,P8,"describe the procedures
used to record and report
accidents, dangerous
occurrences or near misses",,153,
1735,P1,"interpret an engineering
drawing/circuit/network
diagram",,154,
1736,M1,"evaluate a written
communication method and
identify ways in which it could
be improved",,154,
1737,D1,"justify their choice of a specific
communication method and
the reasons for not using a
possible alternative",,154,
1738,P2,"produce an engineering
sketch/circuit/network
diagram",,154,
1739,M2,"review the information
sources obtained to solve
an engineering task and
explain why some sources
have been used but others
rejected",,154,
1740,D2,"evaluate the use of an
ICT presentation method
and identify an alternative
approach",,154,
1741,P3,"use appropriate standards,
symbols and conventions in
an engineering sketch/circuit/
network diagram",,154,
1742,M3,"evaluate the effectiveness of
an ICT software package and
its tools for the preparation
and presentation of
information",,154,
1743,P4,"communicate information
effectively in written work",,154,
1744,P5,"communicate information
effectively using verbal
methods",,154,
1745,P6,"use appropriate information
sources to solve an
engineering task",,154,
1746,P7,"use appropriate ICT
software packages and
hardware devices to present
information",,154,
1747,P1,"prepare and maintain project
records from initial concepts
through to solution that
take account of and record
changing situations",,155,
